loan_id,customer_id,product_type,origination_date,principal_amount,interest_rate,term_months,risk_grade,current_balance,delinquency_bucket,status,months_on_book
297,228,Mortgage,2025-07-13,390495.27,0.067,360.0,C,355378.92,Current,Active,12
298,229,Personal Loan,2026-01-25,4095.97,0.1589,36.0,A,3430.87,Current,Active,6
299,230,Auto Loan,2025-08-30,40112.2,0.0796,48.0,C,29610.61,Current,Active,11
300,231,Personal Loan,2022-10-04,19060.16,0.1801,48.0,B,1158.1,Current,Active,45
301,232,Personal Loan,2023-02-23,14600.52,0.1456,36.0,B,0.0,Current,Paid Off,41
302,236,Auto Loan,2022-12-09,40374.61,0.1023,36.0,B,0.0,Current,Paid Off,43
303,236,Credit Card,2023-07-02,3391.68,0.2141,,C,663.05,Current,Active,36
304,237,Auto Loan,2024-06-17,12760.28,0.0856,48.0,B,5529.62,30-59 DPD,Active,25
305,237,Personal Loan,2024-03-19,7771.67,0.1082,24.0,C,0.0,Current,Paid Off,28
306,237,Auto Loan,2023-03-25,38162.77,0.0874,60.0,D,12423.19,Current,Active,40
307,239,Credit Card,2024-07-20,6833.27,0.1754,,A,2686.61,Current,Active,24
308,240,Auto Loan,2022-10-16,39336.96,0.1031,72.0,E,25342.32,90+ DPD,Charged Off,45
309,240,Personal Loan,2025-05-18,24683.29,0.1454,24.0,D,9523.44,Current,Active,14
310,241,Personal Loan,2023-04-04,3480.86,0.1255,48.0,B,597.99,Current,Active,39
311,241,Personal Loan,2022-09-19,13052.15,0.0982,24.0,B,0.0,Current,Paid Off,46
312,242,Auto Loan,2023-03-10,44257.16,0.0765,36.0,A,0.0,Current,Paid Off,40
313,243,Personal Loan,2025-09-18,15163.2,0.1268,24.0,B,8912.63,Current,Active,10
314,245,Personal Loan,2026-03-28,14520.42,0.1246,24.0,B,12357.72,30-59 DPD,Active,4
315,245,Mortgage,2026-03-13,342841.14,0.0471,240.0,B,352387.28,Current,Active,4
316,246,Personal Loan,2026-01-02,24683.83,0.1195,24.0,C,18322.72,Current,Active,6
317,251,Credit Card,2026-02-22,2040.46,0.2207,,B,303.85,Current,Active,5
318,252,Personal Loan,2025-04-28,22868.9,0.1652,36.0,B,12268.45,Current,Active,15
319,252,Personal Loan,2025-10-31,15366.46,0.0977,24.0,A,9564.01,Current,Active,9
320,252,Credit Card,2023-11-17,10036.24,0.2331,,A,7039.04,Current,Active,32
321,253,Auto Loan,2024-05-28,37628.13,0.0912,36.0,B,10240.81,Current,Active,26
322,253,Credit Card,2022-07-06,19252.01,0.236,,B,6694.78,Current,Active,48
323,255,Personal Loan,2025-12-23,20656.26,0.1114,48.0,C,18445.2,Current,Active,7
324,256,Personal Loan,2022-03-30,5138.69,0.1686,36.0,C,0.0,Current,Paid Off,52
325,257,Credit Card,2022-08-03,16657.1,0.2451,,A,12562.27,Current,Active,47
326,258,Mortgage,2024-10-24,636926.42,0.0523,360.0,D,628811.86,30-59 DPD,Active,21
327,258,Personal Loan,2023-10-28,8902.36,0.1808,48.0,E,2900.26,30-59 DPD,Active,33
328,259,Credit Card,2022-06-15,8338.73,0.1631,,D,4131.33,90+ DPD,Charged Off,49
329,259,Personal Loan,2024-04-07,15957.12,0.1041,24.0,B,0.0,Current,Paid Off,27
330,261,Credit Card,2023-05-24,14000.07,0.2583,,B,3691.61,Current,Active,38
331,261,Mortgage,2022-09-14,561277.16,0.0744,180.0,B,409232.77,Current,Active,46
332,262,Auto Loan,2025-12-06,17776.34,0.0726,60.0,A,15586.06,Current,Active,7
333,263,Personal Loan,2026-02-18,8262.85,0.0947,48.0,C,6835.16,Current,Active,5
334,264,Auto Loan,2026-03-16,40466.74,0.0602,72.0,A,34597.38,Current,Active,4
335,264,Personal Loan,2024-03-28,18981.62,0.1852,48.0,B,7364.8,Current,Active,28
336,265,Auto Loan,2023-10-20,8898.89,0.0814,72.0,A,5038.65,Current,Active,33
337,266,Auto Loan,2026-04-11,15989.04,0.0821,60.0,D,14782.26,30-59 DPD,Active,3
338,266,Credit Card,2023-11-11,7373.97,0.2542,,B,4412.36,Current,Active,32
339,268,Auto Loan,2022-01-20,22166.47,0.0701,48.0,A,0.0,Current,Paid Off,54
340,269,Personal Loan,2024-01-31,6970.65,0.1852,48.0,A,2670.51,Current,Active,30
341,270,Credit Card,2022-10-08,6072.88,0.226,,B,3500.89,90+ DPD,Charged Off,45
342,270,Credit Card,2022-10-05,5951.85,0.2492,,B,1248.59,Current,Active,45
343,272,Personal Loan,2022-11-25,12253.84,0.1254,24.0,E,0.0,Current,Paid Off,44
344,272,Auto Loan,2023-07-18,20952.46,0.0521,60.0,C,8265.96,Current,Active,36
345,272,Mortgage,2024-07-08,615370.13,0.0584,360.0,B,556550.9,Current,Active,24
346,274,Mortgage,2024-12-30,172537.51,0.0605,360.0,B,149938.79,Current,Active,19
347,276,Mortgage,2022-02-09,246689.43,0.0666,180.0,D,178718.97,Current,Active,53
348,277,Mortgage,2023-12-27,563297.22,0.0495,180.0,A,476941.26,Current,Active,31
349,277,Credit Card,2024-05-09,6676.61,0.1979,,B,4131.17,Current,Active,26
350,278,Credit Card,2025-06-15,8498.29,0.2513,,B,2089.06,Current,Active,13
351,279,Credit Card,2022-12-16,18128.71,0.2478,,A,5779.98,Current,Active,43
352,280,Mortgage,2023-08-22,253086.66,0.052,180.0,B,211751.67,Current,Active,35
353,281,Auto Loan,2024-01-16,9164.71,0.0874,60.0,A,4756.06,Current,Active,30
354,281,Credit Card,2022-08-27,18156.01,0.1823,,A,7758.76,Current,Active,47
355,282,Credit Card,2026-01-28,8883.16,0.2449,,C,2508.96,Current,Active,6
356,283,Mortgage,2025-10-19,471059.63,0.0509,360.0,B,418592.16,Current,Active,9
357,283,Auto Loan,2025-07-31,17373.59,0.1073,36.0,C,10652.33,Current,Active,12
358,284,Auto Loan,2025-06-05,36811.65,0.081,36.0,B,23391.72,30-59 DPD,Active,13
359,284,Personal Loan,2024-06-16,22622.18,0.16,36.0,C,7048.62,Current,Active,25
360,285,Personal Loan,2023-09-23,11219.02,0.1673,36.0,A,9069.48,90+ DPD,Charged Off,34
361,285,Auto Loan,2025-06-28,26842.57,0.0762,48.0,B,18920.28,Current,Active,13
362,286,Credit Card,2023-11-08,4740.67,0.234,,D,876.9,Current,Active,32
363,287,Auto Loan,2026-01-31,10775.11,0.065,48.0,B,9240.28,Current,Active,6
364,288,Personal Loan,2023-02-20,17687.01,0.158,24.0,C,0.0,Current,Paid Off,41
365,289,Credit Card,2023-11-30,13640.38,0.2042,,A,6053.6,Current,Active,32
366,290,Credit Card,2026-03-11,15049.4,0.2333,,B,5171.35,Current,Active,4
367,293,Auto Loan,2023-03-19,30639.02,0.0564,48.0,C,5262.67,Current,Active,40
368,295,Credit Card,2023-04-24,13798.17,0.1872,,A,6383.96,Current,Active,39
369,295,Personal Loan,2025-02-08,18949.57,0.1386,24.0,A,5105.49,Current,Active,17
370,296,Credit Card,2025-05-29,15682.47,0.248,,C,6389.1,Current,Active,14
371,297,Personal Loan,2022-04-09,13397.95,0.0987,36.0,C,0.0,Current,Paid Off,51
372,298,Personal Loan,2025-10-18,15061.32,0.1096,48.0,D,11283.69,30-59 DPD,Active,9
373,298,Personal Loan,2025-10-15,16507.81,0.1321,24.0,C,10232.93,Current,Active,9
374,299,Credit Card,2022-04-08,11854.81,0.2437,,D,6465.87,30-59 DPD,Active,51
375,300,Personal Loan,2024-06-26,17957.78,0.1767,36.0,C,5687.16,Current,Active,25
376,300,Mortgage,2024-04-07,217321.36,0.052,360.0,B,189719.26,Current,Active,27
377,301,Credit Card,2022-11-09,4775.38,0.2062,,E,3669.65,90+ DPD,Active,44
378,301,Personal Loan,2022-01-08,18802.71,0.1032,36.0,B,0.0,Current,Paid Off,54
379,302,Credit Card,2026-03-27,9020.49,0.2252,,A,1724.25,Current,Active,4
380,302,Mortgage,2026-05-22,335443.84,0.0497,240.0,B,342501.26,Current,Active,2
381,305,Mortgage,2025-09-25,546432.09,0.0607,180.0,C,360460.14,90+ DPD,Charged Off,10
382,306,Auto Loan,2022-01-01,10013.5,0.058,48.0,C,0.0,Current,Paid Off,54
383,307,Auto Loan,2023-07-20,9122.11,0.1058,72.0,B,4435.75,Current,Active,36
384,309,Credit Card,2022-02-11,9883.29,0.2092,,C,4025.52,90+ DPD,Charged Off,53
385,310,Personal Loan,2023-03-28,18195.1,0.1325,36.0,A,0.0,Current,Paid Off,40
386,310,Credit Card,2026-05-04,4891.62,0.2128,,A,1566.2,Current,Active,2
387,310,Auto Loan,2026-01-15,39014.67,0.0905,60.0,A,34508.55,Current,Active,6
388,312,Mortgage,2025-08-13,310255.69,0.0677,240.0,B,268285.21,60-89 DPD,Active,11
389,313,Credit Card,2025-10-26,2574.23,0.2207,,C,1019.75,Current,Active,9
390,314,Auto Loan,2023-09-12,36830.02,0.0574,72.0,B,30282.22,90+ DPD,Charged Off,34
391,315,Mortgage,2022-12-17,404615.1,0.054,360.0,A,370878.0,Current,Active,43
392,316,Personal Loan,2024-05-02,5921.24,0.1734,24.0,E,0.0,Current,Paid Off,26
393,317,Personal Loan,2025-05-18,6268.81,0.1616,24.0,B,2778.73,90+ DPD,Charged Off,14
394,317,Mortgage,2022-10-24,634164.66,0.0674,180.0,D,444370.45,Current,Active,45
395,318,Personal Loan,2023-08-14,12066.0,0.1166,48.0,B,3406.96,30-59 DPD,Active,35
396,318,Mortgage,2026-05-21,139689.2,0.0581,360.0,B,73249.1,90+ DPD,Charged Off,2
397,319,Mortgage,2023-12-07,154550.5,0.0515,360.0,C,130555.14,Current,Active,31
398,320,Personal Loan,2022-09-12,14710.93,0.0906,48.0,C,710.44,Current,Active,46
399,320,Personal Loan,2022-04-11,8262.58,0.1538,48.0,C,0.0,Current,Paid Off,51
400,321,Auto Loan,2024-03-21,17482.24,0.077,36.0,B,3545.62,Current,Active,28
401,322,Auto Loan,2025-01-23,15781.03,0.1013,48.0,C,9605.37,Current,Active,18
402,323,Auto Loan,2022-08-15,34519.43,0.0804,60.0,B,7198.33,Current,Active,47
403,324,Personal Loan,2025-05-24,11935.6,0.1664,36.0,B,6737.88,Current,Active,14
404,325,Auto Loan,2023-03-02,12145.14,0.0839,36.0,C,0.0,Current,Paid Off,40
405,326,Auto Loan,2023-08-31,18011.6,0.0825,48.0,A,4395.52,Current,Active,35
406,327,Credit Card,2024-04-21,10076.41,0.2275,,B,2568.7,Current,Active,27
407,331,Auto Loan,2026-03-12,11044.75,0.0593,60.0,A,9566.9,Current,Active,4
408,332,Personal Loan,2024-05-03,16333.11,0.1789,36.0,E,4404.67,Current,Active,26
409,333,Auto Loan,2022-09-14,12058.26,0.0723,48.0,B,587.46,60-89 DPD,Active,46
410,335,Credit Card,2024-08-04,10130.11,0.2301,,B,7126.36,Current,Active,23
411,336,Credit Card,2023-01-12,16509.08,0.2275,,A,12300.72,Current,Active,42
412,336,Credit Card,2023-01-01,4363.13,0.2518,,A,2433.44,Current,Active,42
413,338,Credit Card,2026-05-03,15112.16,0.2125,,A,7757.24,Current,Active,2
414,339,Auto Loan,2026-03-24,12327.1,0.083,48.0,D,10671.99,Current,Active,4
415,339,Auto Loan,2022-04-06,35987.74,0.0697,36.0,D,0.0,Current,Paid Off,51
416,340,Credit Card,2023-10-31,1958.73,0.1732,,C,979.08,90+ DPD,Charged Off,33
417,340,Credit Card,2024-03-22,19926.78,0.2356,,D,9871.84,Current,Active,28
418,341,Auto Loan,2024-04-18,36414.18,0.0511,48.0,C,14936.07,Current,Active,27
419,341,Credit Card,2026-03-07,4872.21,0.2379,,A,3025.11,Current,Active,4
420,342,Auto Loan,2023-09-11,33428.85,0.051,60.0,C,15128.98,Current,Active,34
421,344,Credit Card,2023-01-13,12459.42,0.1706,,C,10336.89,90+ DPD,Active,42
422,344,Auto Loan,2023-06-12,38584.19,0.0994,72.0,D,36166.02,90+ DPD,Charged Off,37
423,345,Auto Loan,2022-04-25,43000.1,0.0799,60.0,A,5913.98,Current,Active,51
424,345,Personal Loan,2025-09-13,20774.93,0.141,24.0,D,12138.15,Current,Active,10
425,346,Personal Loan,2023-11-07,23099.46,0.1877,24.0,C,0.0,Current,Paid Off,32
426,346,Personal Loan,2025-06-17,18560.26,0.1149,36.0,A,11464.73,Current,Active,13
427,348,Credit Card,2025-08-19,12820.67,0.2234,,A,6487.15,Current,Active,11
428,350,Auto Loan,2022-12-03,9372.6,0.0694,72.0,A,3619.08,Current,Active,43
429,352,Auto Loan,2025-04-22,23965.43,0.0693,48.0,C,15204.43,Current,Active,15
430,353,Personal Loan,2025-09-12,8402.8,0.1021,48.0,B,6947.26,Current,Active,10
431,354,Credit Card,2024-08-08,11484.26,0.2014,,C,3040.2,Current,Active,23
432,355,Credit Card,2022-12-12,1344.81,0.1702,,B,140.36,Current,Active,43
433,355,Credit Card,2024-10-26,1851.32,0.2467,,D,580.2,Current,Active,21
434,356,Auto Loan,2025-07-11,28114.37,0.0866,72.0,C,24177.98,Current,Active,12
435,357,Auto Loan,2025-10-17,20360.26,0.0607,48.0,D,15186.69,Current,Active,9
436,359,Mortgage,2024-07-26,263710.75,0.0736,360.0,B,255202.47,Current,Active,24
437,360,Credit Card,2023-08-31,13779.44,0.2391,,B,2619.62,Current,Active,35
438,361,Credit Card,2022-11-18,8856.35,0.1746,,A,1081.46,Current,Active,44
439,362,Personal Loan,2022-12-08,22424.99,0.0966,48.0,D,8230.76,90+ DPD,Charged Off,43
440,363,Mortgage,2025-07-28,571545.28,0.0573,360.0,C,548958.61,Current,Active,12
441,363,Personal Loan,2022-09-27,8541.44,0.1314,48.0,C,447.31,Current,Active,46
442,364,Credit Card,2023-09-02,7094.72,0.1764,,A,1776.95,Current,Active,34
443,366,Mortgage,2023-05-18,202763.78,0.0469,180.0,B,156624.95,Current,Active,38
444,367,Auto Loan,2023-01-27,36546.71,0.0704,60.0,C,11003.67,Current,Active,42
445,368,Personal Loan,2023-04-21,8829.64,0.1347,48.0,A,1634.0,Current,Active,39
446,368,Mortgage,2024-05-11,239849.76,0.0515,240.0,A,201470.56,Current,Active,26
447,369,Credit Card,2025-06-10,3002.36,0.214,,C,2478.28,90+ DPD,Charged Off,13
448,370,Personal Loan,2026-03-01,12572.27,0.0933,36.0,D,10300.94,Current,Active,4
449,371,Auto Loan,2024-03-25,28077.57,0.0624,48.0,C,11584.75,Current,Active,28
450,371,Credit Card,2025-08-26,17461.86,0.21,,A,11826.61,Current,Active,11
451,372,Personal Loan,2026-02-26,14193.35,0.1739,48.0,D,11817.83,Current,Active,5
452,372,Credit Card,2025-07-29,14310.91,0.2421,,E,11846.18,Current,Active,12
453,374,Personal Loan,2023-03-01,16322.69,0.1363,48.0,B,2530.12,Current,Active,40
454,375,Auto Loan,2022-03-10,25971.87,0.0917,48.0,D,0.0,Current,Paid Off,52
455,375,Auto Loan,2025-12-19,36853.65,0.0623,72.0,C,33773.95,Current,Active,7
456,376,Auto Loan,2024-04-29,37544.84,0.1029,48.0,B,14826.49,30-59 DPD,Active,27
457,376,Credit Card,2023-10-07,13703.79,0.2542,,C,3122.94,Current,Active,33
458,376,Mortgage,2025-12-11,178909.79,0.0669,240.0,C,166191.93,Current,Active,7
459,377,Credit Card,2025-01-31,2597.96,0.244,,A,1065.4,Current,Active,18
460,378,Credit Card,2024-12-20,8082.48,0.178,,A,5647.92,Current,Active,19
461,378,Personal Loan,2026-03-30,21715.8,0.1332,24.0,B,17671.23,Current,Active,4
462,379,Personal Loan,2022-03-16,12401.97,0.1058,36.0,B,0.0,Current,Paid Off,52
463,379,Mortgage,2025-12-16,562112.61,0.0525,180.0,C,542055.91,Current,Active,7
464,379,Personal Loan,2023-03-23,18194.77,0.1568,36.0,C,0.0,Current,Paid Off,40
465,381,Personal Loan,2025-02-22,23311.13,0.1169,36.0,B,11162.41,Current,Active,17
466,381,Auto Loan,2023-03-16,8668.54,0.0913,72.0,A,3929.7,Current,Active,40
467,381,Auto Loan,2022-07-26,36525.64,0.09,60.0,B,7428.11,Current,Active,48
468,382,Mortgage,2023-06-07,645550.13,0.058,180.0,D,491668.68,Current,Active,37
469,383,Personal Loan,2025-09-15,5562.11,0.1735,48.0,B,4529.44,Current,Active,10
470,384,Credit Card,2023-08-07,7612.98,0.2105,,E,6877.24,90+ DPD,Charged Off,35
471,384,Personal Loan,2025-10-02,8431.93,0.1239,36.0,D,5854.68,60-89 DPD,Active,9
472,384,Credit Card,2024-11-29,8662.25,0.1874,,C,5923.84,Current,Active,20
473,385,Personal Loan,2024-02-25,9023.87,0.1854,36.0,A,1669.11,Current,Active,29
474,386,Credit Card,2023-09-27,3132.19,0.237,,B,2081.04,Current,Active,34
475,387,Mortgage,2022-07-27,602744.54,0.0698,180.0,B,451190.86,Current,Active,48
476,387,Credit Card,2022-09-07,12607.44,0.1815,,B,10542.95,60-89 DPD,Active,46
477,388,Credit Card,2022-06-30,5262.88,0.2307,,A,938.8,Current,Active,49
478,389,Personal Loan,2023-11-24,9858.42,0.1479,24.0,D,0.0,Current,Paid Off,32
479,390,Credit Card,2022-03-19,11839.07,0.2577,,B,6497.08,Current,Active,52
480,391,Personal Loan,2024-11-18,13747.99,0.1127,24.0,C,2137.6,Current,Active,20
481,391,Personal Loan,2023-06-03,4828.19,0.0989,36.0,B,0.0,Current,Paid Off,37
482,391,Credit Card,2023-06-19,19474.47,0.2286,,A,8709.07,Current,Active,37
483,392,Auto Loan,2024-05-05,41043.34,0.0844,48.0,E,18855.8,30-59 DPD,Active,26
484,392,Mortgage,2023-06-25,630698.85,0.0524,360.0,B,548083.53,Current,Active,37
485,397,Auto Loan,2024-08-26,28873.43,0.0829,60.0,A,16405.63,Current,Active,23
486,397,Personal Loan,2022-08-27,12142.93,0.1117,48.0,E,578.67,Current,Active,47
487,397,Auto Loan,2022-06-27,25643.01,0.0774,36.0,A,0.0,Current,Paid Off,49
488,398,Mortgage,2025-04-02,221084.27,0.067,180.0,A,198686.22,Current,Active,15
489,398,Personal Loan,2025-04-25,10611.97,0.1254,48.0,A,7218.77,Current,Active,15
490,398,Auto Loan,2024-03-12,29154.76,0.0785,48.0,B,11630.71,Current,Active,28
491,399,Personal Loan,2025-05-01,10008.59,0.1825,24.0,A,3773.31,Current,Active,14
492,399,Credit Card,2024-08-06,18991.25,0.1742,,A,2309.55,Current,Active,23
493,400,Credit Card,2022-02-23,11136.66,0.2186,,C,6433.94,Current,Active,53
494,400,Credit Card,2025-09-22,14287.34,0.2102,,D,2083.48,Current,Active,10
495,401,Mortgage,2024-01-04,390016.45,0.0502,360.0,B,329759.55,Current,Active,30
496,401,Credit Card,2024-02-23,14312.58,0.1647,,A,9305.37,Current,Active,29
497,402,Auto Loan,2023-11-13,20062.61,0.0943,60.0,D,9797.37,Current,Active,32
498,403,Personal Loan,2022-03-19,22136.84,0.1409,48.0,A,0.0,Current,Paid Off,52
499,403,Credit Card,2022-09-29,15068.84,0.1982,,A,1605.34,Current,Active,46
500,404,Auto Loan,2022-06-15,27241.84,0.1012,72.0,B,8691.93,Current,Active,49
501,405,Auto Loan,2024-11-01,33760.97,0.1042,36.0,A,15242.04,Current,Active,20
502,406,Personal Loan,2025-03-22,22097.18,0.1751,48.0,A,13769.98,Current,Active,16
503,406,Personal Loan,2024-09-08,15569.5,0.1251,48.0,A,7955.24,Current,Active,22
504,407,Credit Card,2024-08-31,3463.3,0.217,,C,2017.0,Current,Active,23
505,407,Auto Loan,2023-05-20,9187.93,0.0684,60.0,C,3252.66,Current,Active,38
506,408,Personal Loan,2026-04-17,6900.41,0.103,24.0,B,5694.3,Current,Active,3
507,409,Mortgage,2023-02-22,169638.52,0.0533,180.0,B,125830.46,Current,Active,41
508,409,Auto Loan,2022-03-26,22243.44,0.0719,60.0,A,2762.13,Current,Active,52
509,410,Mortgage,2024-07-20,596772.72,0.0598,180.0,A,467161.83,Current,Active,24
510,411,Personal Loan,2025-06-24,23436.17,0.1014,24.0,A,10961.23,Current,Active,13
511,412,Auto Loan,2026-01-03,11654.18,0.0586,72.0,D,9890.33,Current,Active,6
512,414,Mortgage,2024-05-01,559115.05,0.0603,180.0,C,495708.35,Current,Active,26
513,415,Auto Loan,2024-07-02,16414.29,0.0563,48.0,A,7600.55,Current,Active,24
514,417,Credit Card,2025-08-04,9251.33,0.1835,,C,4001.83,Current,Active,11
515,418,Personal Loan,2025-12-27,23392.79,0.0942,48.0,A,20753.68,Current,Active,7
516,420,Credit Card,2023-05-02,3062.03,0.1942,,A,1663.8,Current,Active,38
517,422,Credit Card,2024-08-05,5033.42,0.1611,,A,1193.46,Current,Active,23
518,423,Personal Loan,2022-03-11,11644.66,0.1634,24.0,B,0.0,Current,Paid Off,52
519,424,Personal Loan,2025-11-24,11163.07,0.1414,36.0,C,7958.25,Current,Active,8
520,425,Personal Loan,2024-01-15,7163.82,0.1499,36.0,A,1207.94,Current,Active,30
521,426,Personal Loan,2023-08-31,10214.59,0.1178,36.0,C,522.76,30-59 DPD,Active,35
522,426,Credit Card,2026-04-02,12109.41,0.2003,,B,4732.56,Current,Active,3
523,427,Credit Card,2024-05-02,16629.24,0.1877,,C,11474.25,Current,Active,26
524,430,Auto Loan,2022-08-23,16328.96,0.1056,36.0,B,0.0,Current,Paid Off,47
525,430,Personal Loan,2023-04-17,22634.04,0.1421,48.0,E,10720.27,90+ DPD,Charged Off,39
526,431,Mortgage,2023-12-15,551656.36,0.0586,240.0,A,447138.78,Current,Active,31
527,431,Personal Loan,2024-05-17,5047.76,0.1068,48.0,B,2136.18,Current,Active,26
528,432,Auto Loan,2024-03-07,23184.51,0.0732,60.0,B,16691.79,90+ DPD,Charged Off,28
529,433,Auto Loan,2025-09-30,40981.43,0.0643,48.0,A,31242.49,30-59 DPD,Active,10
530,434,Personal Loan,2023-03-15,9216.56,0.163,48.0,E,1490.98,30-59 DPD,Active,40
531,435,Credit Card,2022-02-03,5143.75,0.1997,,B,2952.64,Current,Active,53
532,437,Mortgage,2025-07-09,550107.21,0.0479,240.0,B,497036.69,Current,Active,12
533,437,Auto Loan,2022-07-12,13255.83,0.0656,72.0,B,4078.24,Current,Active,48
534,437,Personal Loan,2025-12-19,15925.21,0.1883,36.0,C,11852.78,Current,Active,7
535,438,Auto Loan,2026-02-17,11874.8,0.075,60.0,B,11222.64,60-89 DPD,Active,5
536,438,Auto Loan,2024-05-17,32000.2,0.0746,36.0,A,8412.71,Current,Active,26
537,440,Mortgage,2023-10-03,513609.4,0.064,360.0,D,420843.25,Current,Active,33
538,440,Mortgage,2022-09-29,616864.35,0.0562,240.0,A,449093.61,Current,Active,46
539,442,Credit Card,2024-02-08,15114.83,0.2336,,B,3389.84,Current,Active,29
540,442,Auto Loan,2022-07-14,28631.74,0.0618,36.0,A,0.0,Current,Paid Off,48
541,442,Credit Card,2022-12-14,8896.76,0.2018,,A,3142.95,Current,Active,43
542,443,Auto Loan,2022-12-18,38320.86,0.095,72.0,C,16121.37,30-59 DPD,Active,43
543,444,Auto Loan,2026-01-15,39992.53,0.0559,72.0,A,34377.27,Current,Active,6
544,444,Auto Loan,2022-05-08,34491.96,0.0868,48.0,A,0.0,Current,Paid Off,50
545,445,Personal Loan,2025-02-21,18336.28,0.135,48.0,A,11237.45,Current,Active,17
546,445,Personal Loan,2023-01-18,20811.38,0.1757,48.0,C,2586.55,Current,Active,42
547,446,Credit Card,2025-10-12,3468.58,0.2306,,B,956.82,Current,Active,9
548,447,Auto Loan,2023-07-29,30132.13,0.056,72.0,B,15589.93,Current,Active,36
549,447,Personal Loan,2023-07-25,14820.83,0.1796,24.0,A,0.0,Current,Paid Off,36
550,447,Credit Card,2022-03-21,12295.85,0.1617,,B,8924.03,Current,Active,52
551,448,Credit Card,2025-07-13,14519.06,0.2163,,A,11522.78,Current,Active,12
552,448,Credit Card,2022-06-16,15503.09,0.2201,,D,4463.01,Current,Active,49
553,448,Mortgage,2026-04-23,562967.88,0.0679,240.0,D,537495.18,Current,Active,3
554,449,Auto Loan,2025-08-10,25830.33,0.0644,60.0,A,20743.55,Current,Active,11
555,449,Credit Card,2023-10-30,15051.4,0.2277,,A,7387.97,Current,Active,33
556,451,Auto Loan,2025-08-02,31812.22,0.1053,48.0,A,24523.27,Current,Active,11
557,452,Auto Loan,2024-04-27,18242.47,0.0671,36.0,B,9100.61,90+ DPD,Charged Off,27
558,452,Personal Loan,2023-06-29,11461.83,0.1004,36.0,A,0.0,Current,Paid Off,37
559,453,Credit Card,2022-09-06,17604.87,0.2291,,C,14296.27,Current,Active,46
560,453,Credit Card,2025-10-28,11419.86,0.1605,,A,5242.25,Current,Active,9
561,454,Credit Card,2022-08-28,5478.53,0.2032,,C,4652.94,Current,Active,47
562,454,Personal Loan,2024-04-15,11532.96,0.1287,24.0,A,0.0,Current,Paid Off,27
563,455,Auto Loan,2025-10-27,13508.03,0.0885,48.0,B,9962.3,Current,Active,9
564,457,Credit Card,2026-01-21,6402.31,0.2466,,B,1125.79,Current,Active,6
565,458,Credit Card,2024-03-26,6439.42,0.2547,,D,5306.0,Current,Active,28
566,459,Credit Card,2023-01-10,6379.76,0.2545,,A,2449.12,Current,Active,42
567,459,Credit Card,2022-09-08,17470.47,0.2007,,C,3449.8,Current,Active,46
568,460,Credit Card,2023-02-16,14067.01,0.2549,,A,6725.11,Current,Active,41
569,460,Credit Card,2024-09-06,7656.2,0.2396,,B,5581.4,30-59 DPD,Active,22
570,461,Credit Card,2026-03-04,12430.0,0.1616,,B,1340.61,Current,Active,4
571,462,Credit Card,2024-01-05,15395.71,0.2313,,D,8050.72,90+ DPD,Charged Off,30
572,463,Credit Card,2022-12-05,5928.91,0.1836,,A,2330.43,Current,Active,43
573,463,Auto Loan,2022-01-13,20689.32,0.0688,60.0,B,2146.58,Current,Active,54
574,464,Credit Card,2023-04-03,13060.07,0.2299,,B,2555.68,Current,Active,39
